,Name,Desc,Framework Type,Related Platform / Languages,Added,Framework Provider,Asset Home Page (URL),Repository / Source Code,Version,Terms Of Service URL,Is the Framework Source Code Non-Proprietary ?,Type of License if Non-Proprietary,Device specific,Framework does not belong to a Company,Docs Home Page URL,Supported Request Formats,Supported Response Formats,Offers Hypermedia Support
123,Limoncello PHP Framework, Limoncello PHP framework is available for download and installation from Packagist. Additional models can be found on GitHub repository.,Framework,PHP,"June 3, 2016",,https://packagist.org/packages/limoncello-php/models,https://github.com/limoncello-php/models,,,Yes,Apache,No,No,,,,Yes
124,Apache Mesos JavaScript Framework by Tobilg," The Apache Mesos JavaScript Framework by Tobilg provides a JavaScript language platform for constructing applications for Mesos HTTP APIs. Developers can deploy the framework in the development of applications for various APIs including Mesos Executor HTTP, Mesos Scheduler HTTP, and Mesos Operator HTTP APIs.",Framework,JavaScript,"February 16, 2017",Apache Software Foundation,https://github.com/tobilg/mesos-framework,,0.4.0,https://github.com/tobilg/mesos-framework/commit/1e2c14867571ff81cd354ccce7ad839daf1fb124,Yes,MIT,No,Yes,https://github.com/tobilg/mesos-framework,JSON,JSON,No
125,Blueprint CSS Framework by BluePrint," Blueprint is a CSS framework that aims to provide web developers with a way to minimize design work. Blueprint's intent is to offer common CSS classes and other web design tools, so developers don't have to start from scratch. The framework proposes built-in grid layouts, typography, plugins, printing stylesheets, and IE browser compatibility while also working with most programming languages such as PHP and Ruby on Rails.",Framework,CSS,"January 31, 2016",,http://www.blueprintcss.org/,https://github.com/joshuaclayton/blueprint-css/tree/master,,,No,,No,No,,,,Yes
126,Kitura, The Kitura Framework by IBM allows developers to build applications on Bluemix with the aim to interact via Mac and Linux. It is web-based written on Swift language.,Framework,Swift,"September 30, 2016",IBM,https://developer.ibm.com/swift/kitura/,,,https://developer.ibm.com/terms-of-use/,No,,No,No,https://developer.ibm.com/swift/kitura/,,,No
127,Hapi.js Node.js Framework," Hapi.js is a configuration-centric framework that allows developers to reuse application logic in a ""highly modular and prescriptive approach"". It offers built-in support for input validation, caching, authentication, and others. This framework is used to build enterprise-quality web applications and services.",Framework,Node.js,"September 7, 2016",,http://hapijs.com/,https://github.com/hapijs/hapi,15.0.4,,No,,No,No,,,,No
128,Strapi Node.js Framework by Strapi," The Strapi Node.js Framework by Strapi helps developers to build back end applications and services. It includes installation, link to the Strapi studio, and resources to create a project.",Framework,Node.js,"July 28, 2016",Independent Developer,https://www.npmjs.com/package/strapidev-generate-api,,,,Yes,MIT License,No,No,https://www.npmjs.com/package/strapidev-generate-api,,,No
129,Nette PHP Framework by Nette Foundation, The Nette PHP Framework simplifies the development of PHP websites. It fortifies the security of websites and enhances the overall performance of web development applications. The framework that is fully compatible with the PHP 7 requires the minimum of version 5.6.0 of the PHP language platform.,Framework,PHP,"August 15, 2016",Nette Foundation,https://nette.org/en/,https://github.com/nette/nette,2.4,https://nette.org/terms-of-use,Yes,GNU ,No,No,https://nette.org/download,,HTTP,No
130,Cistern Ruby Framework by Josh Lane, Cistern is a Ruby-based framework that was extracted from Fog. It is designed to help users build their API clients consistently and to facilitate building mock support. This framework has no dependencies.,Framework,Ruby,"June 19, 2016",Independent Developer,https://github.com/lanej/cistern,,,,No,,No,No,,,,No
131,DeviantART Cocoa Framework by Sam Shull," The DeviantART Cocoa Framework by Sam Shull authenticates and uploads content to Stash, DeviantART upload and publishing platform. It includes a reference to Sparkle project, available at https://sparkle-project.org/",Framework,Objective-C,"June 20, 2016",Independent Developer,https://github.com/samshull/deviantART-Cocoa-Framework,,,,No,,No,No,,,,No
132,Comic Vine Ruby SDK by Patrick Sharp, The Comic Vine Ruby SDK by Patrick Sharp interacts with the API to access comic database functionalities. It provides installation and usage.,Framework,Ruby,"June 8, 2016",Independent Developer,https://github.com/Jakanapes/ComicVine,,,,No,,No,No,,,,No
133,Python Eve Framework," Eve is a Python framework that allows developers to build and deploy fully-featured RESTful web services. This framework is powered by Flask, Redis, Cerberus, and Events. It offers support for both MongoDB and SQL and has been tested with Python 2.6, 2.7, 3.3, 3.4, and PyPy.",Framework,Python,"June 3, 2016",,http://python-eve.org/,,,,No,,No,No,,,,No
134,Gbone JavaScript Framework by Gobhi Theivendran," The Gbone JavaScript framework written on top of Backbone, intended for building mobile JavaScript applications. The framework aims to be dependent on Backbone, Underscore, and Zepto/jQuery.",Framework,JavaScript,"April 7, 2016",Independent Developer,https://github.com/gobhi/gbone.js,,,,No,,No,No,,,,No
135,Vertebrae JavaScript Framework by Bill Heaton," The Vertabrae JavaScript framework's goal is to add overall structure to Backbone.js applications. Features intended to provide for developers include: Dynamic script loading, AMD module format, dependency management, build with largely open source libraries, organize code in packages, optimize and build for one or many single page apps, host on fully cached server, e.g. no server-side scripting using only an API for data, and behaviour driven development.",Framework,JavaScript,"April 7, 2016",Independent Developer,https://github.com/pixelhandler/vertebrae,,,,No,,No,No,,,,No
136,Backbone Faux Server JavaScript Framework by Alex Lambiris," The Backbone Faux Serve is a framework that intended for mocking up server-side persistence / processing for Backbone.js. The goal of the framework is to override Backbone's native sync by triggering invoking a route's handler by using the syncing of a Model (or Collection) and its URL alongside the sync method. When a pair forms that matches a defined route, the route's handler is invoked.",Framework,JavaScript,"April 7, 2016",Independent Developer,https://github.com/biril/backbone-faux-server,,,,No,,No,No,,,,No
137,CloudCMS JavaScript SDK by CloudCMS," The CloudCMS JavaScript SDK by CloudCMS integrates content management features via API. It offers content retrieval, cluster-wide caching and broadcasting, and tag processing.",Framework,JavaScript,"May 30, 2016",Cloud CMS,https://github.com/gitana/cloudcms-server,,,,No,,No,No,,,,No
138,Electron Framework," Electron is a framework that helps developers write cross-platform desktop applications using JavaScript, HTML, and CSS. This framework is based on Node.js and Chromium. It is also used in the Atom editor.",Framework,Node.js,"May 18, 2016",Electron,http://electron.atom.io/,https://github.com/electron/electron,,,No,,No,No,,,,No
139,Recognize.IM Objective-C SDK by Alessio Bassio," Recognize.IM Objective-C SDK by Alessio Bassio interacts with the API to access image recognition capabilities, aiming to be useful in mobile integration. It includes a Cordova plugin.",Framework,Objective-C,"May 31, 2016",Independent Developer,https://github.com/alexdown/recognize.im-cordova-plugin,,,,No,,No,No,,,,No
140,Lazy Bone JaveScript Framework by Break Yang," The LazyBone framework, written in JavaScript, intends to provide a platform to write simple lisp code and generating code for both client-side and server-side. The framework aims to provide features such as: Generating javascript code dynamically, built upon Backbone.js for the client as well as HTML dynamically with html-template. and provide some continuation-based syntax, which is natural in web application development in addition to other features.",Framework,JavaScript,"April 7, 2016",Independent Developer,https://github.com/breakds/lazy-bone,,,,No,,No,No,,,,No
141,Luca JavaScript Framework by Jonathan Soeder," The Luca framework intends to be a component architecture framework based on Backbone.js, which aims to include many development helpers, classes, patterns, and tools needed to build scalable and clean single page applications. It uses twitter Bootstrap compatible markup and CSS naming conventions with the goal to produce styled user interfaces with JSON alone.",Framework,JavaScript,"April 7, 2016",Independent Developer,http://datapimp.com/luca/,https://github.com/datapimp/luca,,,No,,No,No,,,,No
142,Chalice JavaScript Framework by Shane, The Chalice JavaScript Framework intends to be a smaller framework that works on top of CoffeeScript Backbone and Node to render apps on the client and server side of applications.,Framework,JavaScript,"April 7, 2016",Independent Developer,https://github.com/shanejonas/chalice,,,,No,,No,No,,,,No
143,Cerebral JavaScript Framework by Jørn Andre Tangen," The Cerebral framework/library is meant to extend the base functionality of Backbone.js and intended to provide robust patterns of modularity, module loading, unloading and loosely coupled module communication through a pub-sub application core.",Framework,JavaScript,"April 7, 2016",Independent Developer,https://github.com/gorillatron/cerebral,,,,No,,No,No,,,,No
144,Capsule JavaScript Framework by Henrik Joreteg, The Capsule JavaScript frameworks aims to be an experimental web framework for Node.js that intends to use Socket.io and Backbone.js to synchronize model state by sharing model code between the client and the server.,Framework,JavaScript,"April 7, 2016",Independent Developer,https://github.com/HenrikJoreteg/Capsule,,,,No,,No,No,,,,No
145,Broad Street JavaScript Framework by Kris Range," BroadStreet framework aims to provide developers with an HTML5, Backbone.js and JQuery Control Set for mobile applications.",Framework,JavaScript,"April 7, 2016",Independent Developer,https://github.com/DarrenHurst/BroadStreet,,,,No,,No,No,,,,No
146,Tres JavaScript Framework by Julio Ceasar," The Tres JavaScript frameworks aims to offer an implementation of a Backbone.js pattern, with the intention to simplify application development by giving views control over animations on the screen.",Framework,JavaScript,"April 7, 2016",Independent Developer,https://github.com/juliocesar/tres,,,,No,,No,No,,,,No
147, Scoop.it Java Framework by Vincent Demay," The Scoop.it Java Framework by Vincent Demay interacts with the API to integrate content features into emails, blogs, and social media. Resources include installation and usage.",Framework,Java,"May 12, 2016",Independent Developer,https://github.com/vdemay/Scoopit-Java,,,,No,,No,No,,,,No
148, Scoop.it PHP Framework by zenria," The Scoop.it PHP framework by zenria can access the API to integrate content features into emails, blogs, and social media. Instructions explain how to install cURL and copy configuration sample.",Framework,PHP,"May 12, 2016",Independent Developer,https://github.com/vdemay/Scoopit-PHP,,,,No,,No,No,,,,No
149,Crossref Python SDK by Scott Chamberlain," The Crossref Python SDK by Scott Chamberlain communicates with the API to access reference search features. It includes documentation, installation, and usage.",Framework,Python,"May 25, 2016",Independent Developer,http://blog.crossref.org/2016/03/python-and-ruby-libraries-for-accessing-the-crossref-api.html,https://github.com/sckott/habanero,,,No,,No,No,,,,No
150,Singool.js JavaScript Framework by Fahad Ibnay Heylaal, Singool intends to be a lightweight JavaScript framework for developing single-page web applications,Framework,JavaScript,"April 7, 2016",Independent Developer,http://fahad19.github.io/singool/,https://github.com/fahad19/singool,,,No,,No,No,,,,No
151,Feathers Node.js Framework by Feathers Contributors," Feathers is a framework that enables real-time applications and REST APIs using JavaScript or TypeScript with Node.js. Feathers works with any frontend technology like React, Vue.js, Angular, Android or iOS. Feathers uses services and workflows instead of creating routes, requests or response handlers. This allows developers to work on application logic independently from how it is being accessed in order to automatically provide REST APIs, and WebSocket APIs.",Framework,Node.js,"April 20, 2016",Independent Developer,https://docs.feathersjs.com/,https://github.com/feathersjs/feathers,4.3.0,,Yes,MIT,No,Yes,https://docs.feathersjs.com/guides/,Unspecified,Unspecified,No
152,Hug Python Framework by Timothy Edmund Crosley, Hug is a Python Framework created by Timothy Edmund Crosley that is designed to make developing APIs in Python as simple as possible. Hug requires Python 3+ and is provided under the MIT License.,Framework,Python,"March 15, 2016",Independent Developer,https://github.com/timothycrosley/hug,,,,No,,No,No,,,,No
153,Scoop.it iOS Framework by Vincent Demay," The Scoop.it iOS Framework by Vincent Demay can access the API to integrate content features into emails, blogs, and social media. Visual resources explain how to create a project using the framework.",Framework,Objective-C,"May 12, 2016",Independent Developer,https://github.com/vdemay/ScoopItFramework,,,,No,,No,No,,,,No
154,Pin Payments C# SDK by Pin Payments," The Pin Payments C# SDK by Pin Payments allows API communication to integrate credit card features into applications. An example available demonstrates a card post charge with its respective description, amount, and currency.",Framework,C#,"March 9, 2016",Pin Payments,https://pin.net.au/docs/languages/csharp,,,,No,,No,No,,,,No
155,Blue Trip CSS Framework by Mike Crittenden," Blue Trip is a CSS framework that intends to offer web developers a 24 column grid layout, printing stylesheets, and form styling, all with a strong emphasis on typography to build upon for their website development projects.",Framework,CSS,"January 31, 2016",,https://github.com/mikecrittenden/bluetrip/,,,,No,,No,No,,,,No
156,Cocos2d Scala Framework by Cocos2d," Cocos2d-x Scala framework intends to offera suite of open-source, cross-platform, game-development tools for developers. The framework focuses on back-end development to allow for more front-end software development.",Framework,Java,"December 9, 2015",Cocos2D-XNA,http://www.cocos2d-x.org/,,,,No,,No,No,,,,No
157,Cocos2d-Pure Swift Objective-C Framework by Cocos2d, The Cocos2d-Pure Swift Objective-C Framework is a free and open source 2D game development framework. It intends to provide node hierarchy for Cocos2d game application development.,Framework,Objective-C,"December 9, 2015",Cocos2D-XNA,http://cocos2d-objc.org/,,,,No,,No,No,,,,No
158,Base PHP SDK by Base," The Base PHP SDK by Base integrates customer relationship features into applications. Usage demonstrates how to build a client, interact with architecture, and handle errors.",Framework,PHP,"April 4, 2016",Base CRM,https://developers.getbase.com/docs/rest/articles/libraries,https://github.com/basecrm/basecrm-php,,,No,,No,No,,,,No
159,Bootstrap JavaScript Framework by Mark Otto and Jacob," Bootstrap is a Framework for developing web projects with HTML, CSS, and JavaScript. Bootstrap can scale websites and applications across different devices, such as phones and desktops. It is designed for projects of all sizes and developers of all skill levels.",Framework,"CSS,JavaScript","February 11, 2016",Independent Developer,http://getbootstrap.com/,https://github.com/twbs/bootstrap,,,No,,No,No,,,,No
160,Broilerplate CSS Framework by BroilerPlate," The Broilerplate CSS framework's goal is to bring a lighter version of the Blueprint CSS framework, with the intent to allow for more freedom for developers in the overall design and development of websites.
The idea is to contribute more basic grids, typography, and stylesheets without the suggestion of un-semantic naming conventions.",Framework,CSS,"January 31, 2016",,http://code.google.com/p/css-boilerplate/,,,,No,,No,No,,,,No
161,Emastic CSS Framework by Emastic," Emastic is a CSS Framework that aims to offer various features to enhance CSS grids, and develop a baseline typography for web applications.",Framework,CSS,"January 31, 2016",,http://code.google.com/p/emastic/,,,,No,,No,No,,,,No
162,Baseline CSS Framework by Baseline," Baseline is a CSS framework that intends to offer a platform for developing a website with a focus on grid aesthetic and well developed typography. The framework's goal is to start with several files in order to reset the browser’s default behavior, build a basic typographic layout — including style for HTML forms and new HTML 5 elements — and build a simple grid system.",Framework,CSS,"January 31, 2016",,http://www.baselinecss.com/,,,,No,,No,No,,,,No
163,Cocos2d Python Framework by Cocos2d," Cocos2d is a Python framework for building 2D games, demos, and other graphical/interactive applications. It aims to provide some conventions and classes to help with the structure of a ""scene based application"", including a workflow connecting the different scenes.",Framework,Python,"December 9, 2015",,http://python.cocos2d.org/,https://github.com/los-cocos/cocos,,,No,,No,No,,,,No
164,FakeItEasy .Net Framework by FakeItEasy," The FakeItEasy .Net Framework by FakeItEasy allows developers to create fake objects, mocks, stubs, etc. This .Net framework is compatible with both C# and VB.Net.",Framework,.Net,"February 27, 2016",Independent Developer,https://github.com/FakeItEasy/FakeItEasy,,,,No,,No,No,,,,No
165,Apache Hadoop Java Framework by Apache," Apache Hadoop aims to be a framework for running applications on a large cluster of commodity hardware. The Hadoop framework intends to provide applications with reliability and data motion by offering a computational paradigm named Map/Reduce, which is an application that is divided into many small fragments of work, each of which can be executed or re-executed on any node in the cluster. The framework also aims to provide a distributed file system (HDFS) that stores data on the compute nodes, providing very high aggregate bandwidth across the cluster.",Framework,Java,"February 8, 2016",Apache Software Foundation,http://wiki.apache.org/hadoop/,http://hadoop.apache.org/,,,No,,No,No,,,,No
166,Scoobi Scala Framework by Nicta, Scoobi is a Scala framework library that intends to facilitate the productive building of Hadoop applications. It allows for the functional programming of Scala.,Framework,Scala,"February 8, 2016",Independent Developer,https://github.com/NICTA/scoobi,https://github.com/NICTA/scoobi,,,No,,No,No,,,,No
167,ScalaBlitz Scala Framework by ScalaBlitz, ScalaBlitz is a scala framework that intends to provide efficient sequential and data-parallel collections for application development and testing.,Framework,Scala,"February 8, 2016",ScalaBlitz,http://scala-blitz.github.io/,https://github.com/scala-blitz/scala-blitz,,,No,,No,No,,,,No
168,Cocos2D-XNA Java Framework by Cocos2D-XNA," Cocos2D-XNA is a 2D/3D game development framework, written specifically for XNA. The framework offers support to other platforms than deprecated Microsoft XNA targets such as the MonoGame runtime.",Framework,Java,"December 9, 2015",Cocos2D-XNA,http://www.cocos2dxna.com,https://github.com/Cocos2DXNA/cocos2d-xna,,,No,,No,No,,,,No
169,BlueOak Server Node.js Framework by BlueOak," BlueOak Server Node.js Framework by BlueOak is swagger-matic, that is, it maximizes the value of the Swagger-enabled API by using it to drive runtime behavior. BlueOak Server loads the API, connects the paths it defines to developer's implementation code, exposes that API to the network; and validates that every request is well-formed, per that API.",Framework,"JavaScript,Node.js","February 6, 2016",Independent Developer,HTTPS://github.com/BlueOakJS/blueoak-server,HTTPS://github.com/BlueOakJS/blueoak-server,,,No,,No,No,,,,No
170,Less CSS Framework by Joni Korpi," The Less Framework is a CSS grid system that aims to assist developers with designing adaptive web sites. It intends to contain 4 layouts and 3 sets of typography presets, all based on a single grid.",Framework,CSS,"January 31, 2016",Independent Developer,http://www.jonikorpi.com/less-framework/,https://github.com/jonikorpi/Less-Framework,,,No,,No,No,,,,No
171,Ice Cream CSS Framework by Zied Hosni, The Ice Cream CSS framework intends to offer developers a basic grid layout with predefined classes for simple web pages. The framework presents a 12 column layout with responsive design options for multiple screen dimensions and an image wrapper with the goal to minimize grid development from scratch.,Framework,CSS,"January 31, 2016",Independent Developer,http://html5-ninja.com/icecream,https://github.com/html5-ninja/icecream,,,No,,No,No,,,,No
172,Formee CSS Framework by Bernard De Luna, Formee is a CSS framework that presents developers with stylized HTML and CSS for most forms on web pages. The framework's goal is to offer web developers and designers with options to customize or to use without additions.,Framework,CSS,"January 31, 2016",Independent Developer,http://www.formee.org/,https://github.com/bernarddeluna/Formee,,,No,,No,No,,,,No
173,52 Framework CSS Framework by Angel Grablev," The 52 CSS framework intends to provide a grid system for HTML5 form validation and update to standards in web development, CSS3 and HTML5.",Framework,CSS,"January 31, 2016",Independent Developer,http://52framework.com/,https://github.com/agrublev/52framework,,,No,,No,No,,,,No
174,ScalaMeter Scala Framework by ScalaMeter, The ScalaMaster framework aims to provide aicrobenchmarking and performance regression testing framework for the JVM platform.,Framework,Scala,"February 8, 2016",ScalaMeter,http://scalameter.github.io/,https://github.com/scalameter/scalameter,,,No,,No,No,,,,No
175,1kb CSS Framework by Grady Kuhnline," The 1kb Grid aims to be a tool that offers a CSS grid system, loosely based on 960 Grid system (of Nathan Smith). The framework intends to reduce the need for code writing and employment of streamlining CMS page templates all while aiming to be under 1kb.",Framework,CSS,"January 31, 2016",Independent Developer,http://www.1kbgrid.com/,https://github.com/heygrady/compass-grid-plugin,,,No,,No,No,,,,No
176,Unfiltered Scala Framework by Unfiltered," Unfiltered is a Scala framework that aims to provide servicing HTTP requests in Scala. It intends to offer a consistent vocabulary for handing requests on various server backends, without impeding direct access to their native interfaces.",Framework,Scala,"December 9, 2015",Independent Developer,https://github.com/unfiltered/unfiltered,http://unfiltered.databinder.net/Unfiltered.html,,,No,,No,No,,,,No
177,Concise CSS Framework by Concise," The Concise CSS framework is written in SASS with PostCSS plugins. It aims to be a lighter option to Bootstrap and Foundation by focusing on native HTML elements only. The intent is to render a lightweight framework with plug-in options to minimize the need to override the presented code. The framework proposes prebuilt yet customizable headers, forms, lists, print stylesheets, and grid layouts that are mobile responsive.",Framework,CSS,"January 31, 2016",Independent Developer,http://concisecss.com/,https://github.com/ConciseCSS/concise.css,,,No,,No,No,,,,No
178,960 Grid System CSS Framework by 960 Grid System," The 960 Grid System aims to offer rapid prototyping, and integration into a production environment. The CSS framework intends to offer printable sketch sheets, design layouts, and a CSS file that have identical measurements.",Framework,CSS,"January 31, 2016",Independent Developer,http://960.gs/,,,,No,,No,No,,,,No
179,Xitrum Scala Framework by Xitrum," Xitrum aims to be an async and clustered Scala web framework and HTTP(S) server that is a fusion on top of Netty, Akka, and Hazelcast frameworks.",Framework,Scala,"December 9, 2015",Independent Developer,http://xitrum-framework.github.io/,https://github.com/xitrum-framework/xitrum,,,No,,No,No,,,,No
180,Spray Scala Framework by Spray," Spray is an open-source Scala framework that aims to provide a toolkit for building REST/HTTP-based integration layers on top of Scala and Akka. The framework intends to offer an asynchronous, actor-based, fast, lightweight, modular and testable platform.",Framework,Scala,"December 9, 2015",Typesafe,http://spray.io/,https://github.com/spray/spray,,,No,,No,No,,,,No
181,Socko Scala Framework by Vibul," Socko an open source, lightweight and embeddable Scala framework that intends to offer web servers that can serve static files and support RESTful APIs to our business logic implemented in Akka.",Framework,Scala,"December 9, 2015",Independent Developer,http://sockoweb.org/,https://github.com/mashupbots,,,No,,No,No,,,,No
182,Skinny Scala Framework by Skinny," Skinny is a full-stack Scala framework built on Skinny Micro. The framework's intended concept is Scala on Rails, inspired by Ruby on Rails and allowing for sustainable productivity on Servlet-based web app development.",Framework,Scala,"December 7, 2015",Independent Developer,http://skinny-framework.org/,https://github.com/skinny-framework/skinny-framework,,,No,,No,No,,,,No
183,Total Node.js Framework by Totaljs," The total.js framework aims to be a web application framework for creating web sites and web services using JavaScript, HTML and CSS. The framework does not have any dependencies and is written from the scratch.",Framework,Node.js,"November 29, 2015",Independent Developer,https://www.totaljs.com/,https://github.com/totaljs/framework,,,No,,No,No,,,,No
184,Telsajs Node.js Framework by Tesla.js," Tesla is a MVC style framework that aims to offer a framework that is built on top of Node.js and Express. The framework intends to offer expedited option to configure web applications, with structured defaults and flexible boilerplates.",Framework,Node.js,"November 15, 2015",Independent Developer,http://teslajs.com/,,,,No,,No,No,,,,No
185,Riot JavaScript Framework by Riot, Riot is a JavaScript framework that intends to provide custom tags to modern browsers with virtual DOM and custom syntax. The goal is to allow for a smaller learning curve with a mirco framework.,Framework,JavaScript,"October 19, 2015",Independent Developer,http://riotjs.com/,https://github.com/riot/riot,,,No,,No,No,,,,No
186,Hypo JavaScript Framework by Ryan Lynch," Hypo aims to be a dependency Injection for JavaScript by using a xml configuration file that outlines all the ""beans"" and dependencies in an application. The intention is to create a configuration object that defines ""entities"" and dependencies in one location to be retrieved the hypo instance. Hypo intends to support many Spring features such as transient entities, lazy entities, abstract entities, parent entities, and factories.",Framework,JavaScript,"October 19, 2015",Independent Developer,https://github.com/shiftyp/hypo,https://github.com/shiftyp/hypo,,,No,,No,No,,,,No
187,Chibi JavaScript Framework by Kyle Barrow," Chibi intends to be a micro JavaScript framework that offers lighter CSS coding for web applications, to help with narrow bandwidths and diverse browsers.",Framework,JavaScript,"October 19, 2015",Independent Developer,https://github.com/kylebarrow/chibi,https://github.com/kylebarrow/chibi,,,No,,No,No,,,,No
188,Riloadr JavaScript Framework by Túbal Martín, The Riloadr framework intends to provide a cross-browser framework that offers an independent and responsive image loader written in Javascript.,Framework,JavaScript,"October 19, 2015",Independent Developer,https://github.com/tubalmartin/riloadr,https://github.com/tubalmartin/riloadr,,,No,,No,No,,,,No
189,Mag JavaScript Framework by Magnumjs, Mag intends to be a semantic data binding framework that uses normal HTML as a template and a related module (plain JS object) as instructions for transpiling/interpolations for JavaScription applications.,Framework,JavaScript,"October 19, 2015",Independent Developer,https://github.com/magnumjs/mag.js,https://github.com/magnumjs/mag.js,,,No,,No,No,,,,No
190,TinyView JavaScript Framework by Narendra Sisodiya," The TinyView JavaScript framework aims to offer developers tools to use the ""V"" in MVC. The framework intends to offer a highly focused for SubView and Memory Leaks for MVC applications written in JavaScript.",Framework,JavaScript,"October 19, 2015",Independent Developer,https://github.com/nsisodiya/tinyview,https://github.com/nsisodiya/tinyview,,,No,,No,No,,,,No
191,Vert.x Groovy Framework by Vert.x," Vert.x is a tool-kit framework that aims to provide reactive web applications on the JVM. It has a variety of language options such as Java, Groovy, Ruby and JavaScript.",Framework,Groovy,"January 24, 2016",Independent Developer,http://vertx.io/,https://github.com/vert-x3/vertx-examples/,,,No,,No,No,,,,No
192,PowerVR JavaScript Framework by Imagination, The PowerVR Framework aims to be a cross-platform and cross-API framework that acts as a scaffold for developers to build a rendering or game engine. It features different modules at varying levels of abstraction.,Framework,JavaScript,"January 26, 2016",Imagination Technlogies,https://community.imgtec.com/developers/powervr/graphics-sdk/,,,,No,,No,No,,,,No
193,Connexion Python Framework by Zalando, Connexion is a framework on top of Flask that aims to provide to handle a REST API requests based on OpenAPI 2.0 Specification (formerly known as Swagger Spec) files in YAML.,Framework,Python,"January 24, 2016",Independent Developer,https://pypi.python.org/pypi/connexion,https://github.com/zalando/connexion,,,No,,No,No,,,,No
194,Spark Java Framework by Spark, Spark Framework aims to be a simple and lightweight Java web framework built for rapid development. Spark's intention to provide a pure Java alternative for developers are seeking to develop web applications in Java.,Framework,Java,"January 24, 2016",Independent Developer,http://sparkjava.com/,https://sparktutorials.github.io/,,,No,,No,No,,,,No
195,Dropwizard Java Framework by Dropwizard," The Dropwizard framework aims to provide the development of ops-friendly, high-performance, RESTful web services. The framework aims to pull together stable, mature libraries from the Java ecosystem into a simple, light-weight package. Dropwizard has features such as support for configuration, application metrics, logging, operational tools, and much more.",Framework,Java,"January 24, 2016",Yammer,http://www.dropwizard.io/0.9.1/docs/,https://github.com/dropwizard/dropwizard,,,No,,No,No,,,,No
196,Kyro Java Framework by Esoteric Software," Kryo aims to be an object graph serialization framework for Java. The goals of the project are speed, efficiency, and an easy to use API. The project intends to be useful any time objects need to be persisted, whether to a file, database, or over the network.",Framework,Java,"January 24, 2016",Esoteric Software,https://github.com/EsotericSoftware/kryo,,,,No,,No,No,,,,No
197,Netty Java Framework by The Netty Project, The Netty framework's goal is to provide a NIO client server framework which enables quick development of network applications such as protocol servers and clients. It aims to greatly simplify and streamline network programming such as TCP and UDP socket server.,Framework,Java,"January 24, 2016",The Netty Project,http://netty.io/,https://github.com/netty/netty,,,No,,No,No,,,,No
198,Vert.x Ruby Framework by Vert.x," Vert.x is a tool-kit framework that aims to provide reactive web applications on the JVM. It has a variety of language options such as Java, Groovy, Ruby and JavaScript.",Framework,Ruby,"January 24, 2016",Independent Developer,http://vertx.io/,https://github.com/vert-x3/vertx-examples/,,,No,,No,No,,,,No
199,Cucumber Java Framework by Cucumber," Cucumber aims to provide a platform to build various types of software. The framework features updated documentation, automated testing, and specification testing.",Framework,Java,"January 24, 2016",Cucumber,https://cucumber.io/,,,,No,,No,No,,,,No
200,Vert.x JavaScript Framework by Vert.x," Vert.x is a tool-kit framework that aims to provide reactive web applications on the JVM. It has a variety of language options such as Java, Groovy, Ruby and JavaScript.",Framework,JavaScript,"January 24, 2016",Independent Developer,http://vertx.io/,https://github.com/vert-x3/vertx-examples/,,,No,,No,No,,,,No
201,Derive4j Java Framework by Derive4j," The Derive4j framework's goal is to provide a Java 8 annotation processor and framework for deriving algebraic data types constructors, pattern-matching, morphisms, (near future: optics and typeclasses).",Framework,Java,"January 24, 2016",Independent Developer,https://github.com/derive4j/derive4j,,,,No,,No,No,,,,No
202,Checker Java Framework by Checker," The Checker Framework aims to enhance Java’s type system to make it more powerful and useful. This allows for software developers to detect and prevent errors in Java programs. The Checker Framework intends to include compiler plug-ins (""checkers"") that find bugs or verify.",Framework,Java,"January 24, 2016",Independent Developer,http://checkerframework.org/,https://github.com/typetools/checker-framework/,,,No,,No,No,,,,No
203,Axon Java Framework by Axon, The Axon framework's goal is focused on creating a java application based on the CQRS principles. The framework in intended to be used in many of environments and offer full scalability.,Framework,Java,"January 24, 2016",Axon Framework,http://www.axonframework.org/,https://github.com/AxonFramework/AxonFramework,,,No,,No,No,,,,No
204,Vert.x Java Framework by Vert.x," Vert.x is a tool-kit framework that aims to provide reactive web applications on the JVM. It has a variety of language options such as Java, Groovy, Ruby and JavaScript.",Framework,Java,"January 24, 2016",Independent Developer,http://vertx.io/,https://github.com/vert-x3/vertx-examples/,,,No,,No,No,,,,No
205,Hibernate JavaScript Framework by Mallikarjun Sannapyati, Hibernate is an open source Java ORM framework that aims to provide data query and retrieval facilities that intends to reduce development time. The goal of the framework is to avoid the boilerplate code caused by using JDBC and SQL.,Framework,JavaScript,"January 24, 2016",Independent Developer,https://hibernate-framework.zeef.com/mallikarjun.sannapyati,,,,No,,No,No,,,,No
206,HK2 Java Framework by Oracle," HK2 is a light-weight and dynamic dependency injection framework. Some of the things that can be done with HK2 are custom lifecycles and scopes, events, AOP and other proxies, custom injection resolution, and more.",Framework,Java,"January 24, 2016",Oracle,https://hk2.java.net/2.4.0-b34/,,,,No,,No,No,,,,No
207,Dagger 2 JavaScript Framework by Google," The Dagger 2 framework intends to provide a compile-time evolution approach to dependency injection. The frameworks aims to eliminate all reflection, and improve code clarity by removing the traditional ObjectGraph/Injector in favor of user-specified Component interfaces.",Framework,JavaScript,"January 24, 2016",Google,https://github.com/google/dagger,,,,No,,No,No,,,,No
